Id,SalePrice
1808,131047.16
1809,126896.38
1810,135960.34
1811,123544.125
1812,115546.28
1813,121448.125
1814,126253.48
1815,103615.68
1816,132723.72
1817,139915.92
1818,141348.12
1819,142475.97
1820,126423.07
1821,138396.05
1822,141164.84
1823,113226.25
1824,139233.73
1825,142837.17
1826,135775.67
1827,131215.58
1828,127630.48
1829,134150.19
1830,136008.17
1831,140895.97
1832,125224.99
1833,140762.6
1834,136363.56
1835,120361.8
1836,127935.11
1837,127935.84
1838,125194.85
1839,123899.45
1840,153329.25
1841,158397.45
1842,119676.28
1843,153479.66
1844,162591.88
1845,144694.53
1846,153352.7
1847,161627.78
1848,114855.95
1849,144039.53
1850,132435.86
1851,146784.8
1852,141192.39
1853,164620.27
1854,171560.05
1855,159800.9
1856,180701.0
1857,154674.12
1858,147264.89
1859,143752.7
1860,164001.84
1861,143691.5
1862,191754.12
1863,190159.53
1864,190159.53
1865,220311.81
1866,223148.55
1867,191210.33
1868,199756.98
1869,180594.69
1870,195406.11
1871,204714.66
1872,172744.92
1873,179013.55
1874,156366.45
1875,179184.17
1876,176737.17
1877,184971.88
1878,186805.8
1879,146931.42
1880,139236.27
1881,186891.64
1882,184838.45
1883,171921.38
1884,174495.39
1885,190397.97
1886,193074.42
1887,182010.1
1888,192752.36
1889,170166.81
1890,149747.12
1891,167516.45
1892,121605.086
1893,133694.28
1894,145830.77
1895,152936.83
1896,135460.38
1897,137545.77
1898,129934.1
1899,155529.03
1900,144194.86
1901,138813.48
1902,147045.67
1903,154793.97
1904,146923.56
1905,162668.38
1906,134571.73
1907,163015.14
1908,132011.2
1909,144919.06
1910,138154.77
1911,165585.9
1912,175295.16
1913,140557.69
1914,105446.73
1915,214571.27
1916,99393.734
1917,187619.89
1918,140273.3
1919,161182.72
1920,158305.05
1921,212173.77
1922,220454.08
1923,175489.64
1924,196516.81
1925,182335.97
1926,221576.72
1927,145331.27
1928,159066.55
1929,137583.53
1930,157356.67
1931,157246.25
1932,148917.58
1933,164381.94
1934,165052.62
1935,166747.73
1936,177049.95
1937,163121.88
1938,174633.48
1939,190241.39
1940,177896.08
1941,168676.47
1942,164576.6
1943,185998.28
1944,214029.03
1945,215113.4
1946,141489.73
1947,202173.19
1948,151264.98
1949,185924.95
1950,161280.58
1951,172388.48
1952,167008.39
1953,164135.83
1954,163213.9
1955,138442.81
1956,178480.39
1957,148845.78
1958,199375.36
1959,148405.5
1960,140718.39
1961,138571.33
1962,123838.195
1963,124797.914
1964,127065.805
1965,146259.19
1966,148912.44
1967,210295.67
1968,221473.61
1969,215290.75
1970,216600.48
1971,231672.5
1972,222689.62
1973,193318.25
1974,212542.34
1975,227021.81
1976,195594.17
1977,208564.22
1978,202888.11
1979,212101.06
1980,189917.23
1981,213763.0
1982,190117.25
1983,187482.67
1984,170814.36
1985,189468.06
1986,182660.92
1987,186818.1
1988,176493.9
1989,176829.28
1990,178190.2
1991,197080.67
1992,185374.53
1993,170149.5
1994,182620.2
1995,172137.67
1996,188148.22
1997,207932.03
1998,192502.88
1999,191736.78
2000,200816.55
2001,197607.78
2002,187357.72
2003,192514.95
2004,204312.19
2005,187940.64
2006,189413.28
2007,188488.56
2008,197692.27
2009,178046.9
2010,173287.22
2011,170133.64
2012,177250.44
2013,178775.12
2014,174975.03
2015,181187.16
2016,176175.34
2017,170479.78
2018,146631.88
2019,140973.11
2020,125992.38
2021,137278.62
2022,153899.12
2023,144418.72
2024,195611.98
2025,196208.92
2026,176568.16
2027,165149.27
2028,160802.44
2029,158709.2
2030,194457.88
2031,190602.34
2032,198578.0
2033,194611.98
2034,161976.45
2035,171254.19
2036,169087.3
2037,169357.44
2038,189866.22
2039,190184.5
2040,190886.05
2041,177632.92
2042,170821.75
2043,155993.7
2044,151603.28
2045,159489.17
2046,145924.67
2047,142788.0
2048,140997.77
2049,147020.1
2050,148119.56
2051,140995.48
2052,143654.58
2053,149067.2
2054,132850.38
2055,149208.33
2056,156195.8
2057,146211.16
2058,167028.45
2059,151600.53
2060,151832.45
2061,154211.42
2062,140040.39
2063,133556.23
2064,148315.23
2065,136273.4
2066,155413.36
2067,148644.3
2068,134461.14
2069,115696.3
2070,130305.11
2071,141081.6
2072,139098.58
2073,149145.92
2074,165579.56
2075,152796.38
2076,134425.02
2077,152050.0
2078,138674.0
2079,135195.39
2080,126539.33
2081,128288.92
2082,124596.01
2083,145975.27
2084,124818.47
2085,142641.36
2086,149966.84
2087,139754.61
2088,128654.62
2089,122694.086
2090,125993.64
2091,116481.51
2092,130507.46
2093,115888.56
2094,134797.2
2095,130802.83
2096,111024.32
2097,127709.02
2098,128750.22
2099,111891.07
2100,124728.59
2101,112910.59
2102,137502.45
2103,125467.56
2104,136414.7
2105,139247.58
2106,115266.04
2107,155580.27
2108,132075.88
2109,134481.89
2110,148886.42
2111,144106.8
2112,143253.42
2113,130731.414
2114,134405.36
2115,145191.34
2116,139769.34
2117,141437.05
2118,135410.75
2119,136274.22
2120,128710.3
2121,123814.484
2122,134990.28
2123,119327.16
2124,146029.67
2125,149355.34
2126,160861.23
2127,139718.11
2128,139929.27
2129,120270.77
2130,123897.086
2131,146555.53
2132,129968.016
2133,144508.36
2134,131676.95
2135,125458.06
2136,109951.54
2137,136595.81
2138,142456.5
2139,149254.05
2140,142463.83
2141,157774.97
2142,146910.6
2143,158685.39
2144,147737.14
2145,150841.22
2146,148514.88
2147,163929.95
2148,136891.84
2149,153777.47
2150,169100.53
2151,133215.72
2152,162509.56
2153,145316.61
2154,133568.58
2155,147554.05
2156,185449.77
2157,187242.17
2158,186341.61
2159,180803.19
2160,174007.92
2161,189584.3
2162,204978.72
2163,219991.8
2164,199524.28
2165,163505.3
2166,162112.95
2167,188655.72
2168,177914.06
2169,179238.38
2170,179252.69
2171,156610.28
2172,144842.47
2173,152985.39
2174,187879.83
2175,199654.62
2176,203349.12
2177,182263.84
2178,173830.95
2179,167346.45
2180,175096.89
2181,183062.23
2182,189155.27
2183,182713.31
2184,139867.11
2185,157475.62
2186,145660.39
2187,155168.5
2188,144442.12
2189,160690.5
2190,130562.91
2191,121597.59
2192,113537.53
2193,118567.45
2194,131442.67
2195,141253.28
2196,136895.84
2197,138575.23
2198,153484.78
2199,141697.44
2200,141830.12
2201,145114.1
2202,149381.75
2203,148556.2
2204,153096.05
2205,128794.03
2206,142716.14
2207,161313.77
2208,171619.89
2209,146368.36
2210,140220.27
2211,129141.82
2212,132991.08
2213,111117.15
2214,147294.72
2215,127233.82
2216,137748.25
2217,97586.74
2218,136490.42
2219,109088.75
2220,116181.8
2221,214777.22
2222,208355.58
2223,189360.22
2224,173656.64
2225,141333.52
2226,165057.58
2227,176457.62
2228,208586.52
2229,190186.0
2230,157332.39
2231,196347.55
2232,163300.83
2233,173109.69
2234,199996.66
2235,188862.88
2236,192891.86
2237,203587.19
2238,183253.1
2239,152457.19
2240,179594.53
2241,160712.73
2242,162804.08
2243,151185.66
2244,143354.72
2245,144838.84
2246,148748.5
2247,134633.58
2248,142532.78
2249,143756.48
2250,137242.23
2251,137509.28
2252,153077.39
2253,159736.9
2254,162085.4
2255,167647.55
2256,163303.05
2257,173467.28
2258,171569.36
2259,166641.4
2260,139779.48
2261,176814.9
2262,189453.81
2263,212854.72
2264,215972.06
2265,147701.06
2266,205925.73
2267,211487.22
2268,222515.72
2269,155999.69
2270,163049.81
2271,168838.72
2272,177374.02
2273,161364.45
2274,169085.3
2275,152449.14
2276,178934.73
2277,152852.03
2278,141938.7
2279,145860.88
2280,134294.8
2281,175447.66
2282,178146.69
2283,124995.445
2284,139839.64
2285,149867.0
2286,139191.11
2287,220083.16
2288,210468.98
2289,201571.33
2290,228989.72
2291,211356.55
2292,219374.02
2293,223704.53
2294,219478.97
2295,222967.2
2296,191088.44
2297,216691.14
2298,213855.22
2299,206875.64
2300,207266.2
2301,213635.1
2302,193369.47
2303,190675.08
2304,195086.47
2305,188950.39
2306,181649.25
2307,187802.47
2308,193907.47
2309,205581.73
2310,193469.03
2311,187052.05
2312,163338.22
2313,172837.44
2314,174573.17
2315,173952.25
2316,176362.89
2317,179827.03
2318,178854.16
2319,177340.4
2320,182753.6
2321,191398.81
2322,184546.08
2323,181085.8
2324,172224.02
2325,183218.92
2326,167491.53
2327,177964.55
2328,182884.95
2329,176481.17
2330,171291.89
2331,207356.69
2332,215623.5
2333,200794.52
2334,188435.89
2335,197179.12
2336,202596.8
2337,179010.92
2338,195399.69
2339,189139.94
2340,222495.8
2341,181951.34
2342,185574.98
2343,187973.92
2344,179475.3
2345,186721.02
2346,185810.27
2347,180821.55
2348,184919.89
2349,159880.23
2350,202108.83
2351,192276.64
2352,190276.17
2353,187226.36
2354,161941.42
2355,167759.55
2356,168007.97
2357,181087.81
2358,171566.94
2359,142007.6
2360,138954.58
2361,144443.44
2362,193409.83
2363,155215.52
2364,158395.19
2365,183490.92
2366,196219.17
2367,196080.17
2368,190132.3
2369,185266.72
2370,156865.34
2371,164350.39
2372,177665.7
2373,192030.75
2374,194440.28
2375,191735.34
2376,178983.48
2377,169901.4
2378,157712.64
2379,164979.19
2380,155077.17
2381,169095.1
2382,156373.0
2383,180823.81
2384,182240.98
2385,144254.44
2386,151901.97
2387,146481.12
2388,144630.25
2389,147639.94
2390,154118.61
2391,153768.58
2392,142481.42
2393,155420.36
2394,153804.3
2395,152273.25
2396,153642.38
2397,159151.56
2398,146118.94
2399,118255.67
2400,109822.29
2401,133046.55
2402,154743.69
2403,145725.05
2404,164632.48
2405,158548.33
2406,145246.48
2407,150175.16
2408,146546.81
2409,151048.08
2410,151391.0
2411,127977.24
2412,156072.03
2413,145135.22
2414,151383.97
2415,152514.7
2416,135500.47
2417,136401.8
2418,141466.56
2419,148550.03
2420,130992.25
2421,151133.16
2422,133219.36
2423,137418.92
2424,149684.6
2425,168677.75
2426,135282.38
2427,140706.55
2428,155602.05
2429,136762.3
2430,141576.0
2431,142724.03
2432,155789.02
2433,152850.88
2434,140848.23
2435,148154.03
2436,134566.75
2437,131861.3
2438,145414.39
2439,134784.05
2440,131129.97
2441,122036.38
2442,129042.234
2443,146980.69
2444,133521.23
2445,124293.79
2446,141439.83
2447,145602.78
2448,139141.64
2449,128880.46
2450,137058.31
2451,137622.08
2452,144934.83
2453,125471.52
2454,146344.4
2455,126951.05
2456,131686.67
2457,128531.94
2458,136643.53
2459,132448.72
2460,141857.12
2461,137272.89
2462,142204.86
2463,127842.83
2464,143167.22
2465,138573.64
2466,145973.28
2467,131218.66
2468,115373.414
2469,111916.336
2470,152162.73
2471,154303.19
2472,132076.97
2473,131019.75
2474,120192.03
2475,153423.53
2476,134695.39
2477,144555.75
2478,151339.03
2479,133565.47
2480,154905.9
2481,147191.28
2482,142441.1
2483,138876.16
2484,142998.86
2485,141818.27
2486,151914.92
2487,156162.27
2488,137493.8
2489,153295.11
2490,151762.83
2491,116879.39
2492,171598.58
2493,160908.6
2494,142564.2
2495,132292.33
2496,168964.73
2497,143077.3
2498,133921.28
2499,125609.445
2500,150149.17
2501,146214.52
2502,142283.8
2503,123276.45
2504,145121.81
2505,187003.27
2506,201631.02
2507,189979.69
2508,201774.69
2509,190922.98
2510,188272.92
2511,178307.23
2512,178477.16
2513,184937.0
2514,175252.38
2515,161884.98
2516,173479.53
2517,162446.56
2518,162588.08
2519,187020.97
2520,183327.7
2521,173582.55
2522,183535.08
2523,137341.69
2524,157117.48
2525,148020.06
2526,148731.6
2527,138581.83
2528,142246.94
2529,147754.28
2530,139479.05
2531,185963.11
2532,180656.84
2533,177206.08
2534,188220.61
2535,196330.1
2536,190547.38
2537,195276.45
2538,173558.16
2539,181932.61
2540,181167.5
2541,166549.31
2542,174016.56
2543,146082.06
2544,143116.0
2545,133460.97
2546,146862.4
2547,147897.52
2548,154296.1
2549,169584.33
2550,234614.05
2551,181778.84
2552,144143.67
2553,135873.81
2554,127163.05
2555,134246.22
2556,125626.43
2557,131799.72
2558,139427.05
2559,146694.56
2560,134016.22
2561,142406.05
2562,138833.23
2563,132505.2
2564,146820.19
2565,150005.77
2566,161453.92
2567,136822.72
2568,160303.38
2569,168823.92
2570,135765.28
2571,166684.33
2572,155728.16
2573,166860.45
2574,177337.27
2575,126141.91
2576,131682.83
2577,138081.6
2578,123648.74
2579,115694.8
2580,129894.88
2581,135614.84
2582,134878.94
2583,195813.72
2584,157117.27
2585,188137.42
2586,187725.48
2587,168082.12
2588,150090.8
2589,151202.06
2590,184416.6
2591,161068.73
2592,184355.36
2593,200269.8
2594,159088.8
2595,184824.88
2596,199466.3
2597,187979.39
2598,197882.95
2599,209420.95
2600,135877.27
2601,167928.92
2602,132592.77
2603,144109.17
2604,139139.31
2605,136006.06
2606,169600.22
2607,168576.48
2608,159935.16
2609,164126.28
2610,130894.74
2611,145501.55
2612,159402.58
2613,140858.61
2614,138615.97
2615,153505.8
2616,156415.61
2617,155352.56
2618,174747.34
2619,157523.62
2620,174031.95
2621,162642.73
2622,166524.36
2623,189509.28
2624,204790.67
2625,183880.17
2626,169067.17
2627,160947.14
2628,232865.14
2629,229044.31
2630,213828.9
2631,222356.17
2632,219931.33
2633,203704.66
2634,215615.06
2635,158270.84
2636,158307.81
2637,172491.97
2638,187571.61
2639,155313.66
2640,148482.42
2641,136412.11
2642,176094.55
2643,128471.13
2644,138101.88
2645,128475.055
2646,123148.195
2647,126877.32
2648,154392.44
2649,148008.17
2650,143088.34
2651,149578.97
2652,221085.2
2653,187058.19
2654,202181.61
2655,220106.61
2656,211518.28
2657,216044.73
2658,208395.12
2659,202534.75
2660,211629.5
2661,213115.33
2662,217457.11
2663,196269.06
2664,203575.05
2665,219633.05
2666,208436.42
2667,172786.48
2668,171954.92
2669,182464.31
2670,195842.47
2671,173749.0
2672,189312.4
2673,182568.4
2674,181666.38
2675,191703.81
2676,176402.55
2677,172444.86
2678,187420.97
2679,199707.22
2680,197941.67
2681,220689.23
2682,204664.5
2683,216670.98
2684,209676.97
2685,199103.0
2686,199864.23
2687,201805.28
2688,185239.53
2689,187095.3
2690,203115.5
2691,172296.94
2692,165454.03
2693,190146.31
2694,160303.62
2695,176939.25
2696,178437.44
2697,171878.45
2698,170778.25
2699,171243.56
2700,173748.19
2701,166264.02
2702,142688.17
2703,144974.67
2704,146864.14
2705,136666.55
2706,139476.64
2707,143413.22
2708,140621.12
2709,122023.72
2710,142886.55
2711,170462.02
2712,213079.52
2713,171592.75
2714,157881.36
2715,165801.33
2716,163054.52
2717,168681.8
2718,182397.92
2719,165468.77
2720,156295.08
2721,142052.78
2722,158356.48
2723,148726.6
2724,147704.11
2725,149587.62
2726,160010.39
2727,154817.08
2728,165775.25
2729,141005.69
2730,149534.97
2731,134555.52
2732,147513.89
2733,146844.75
2734,158674.77
2735,144986.0
2736,139328.31
2737,122156.914
2738,148982.2
2739,157410.47
2740,147693.19
2741,153577.83
2742,153527.66
2743,158153.27
2744,149589.92
2745,151991.05
2746,142515.89
2747,154594.4
2748,143194.94
2749,147368.92
2750,140257.61
2751,142731.3
2752,157344.62
2753,150209.0
2754,151942.19
2755,137035.22
2756,138533.64
2757,115655.44
2758,131973.03
2759,138764.58
2760,129893.79
2761,159097.98
2762,155922.86
2763,154222.22
2764,152433.23
2765,161637.03
2766,136523.67
2767,112855.69
2768,143484.6
2769,153935.31
2770,141290.53
2771,130376.14
2772,140740.3
2773,159389.14
2774,135934.48
2775,140950.17
2776,142009.38
2777,137845.34
2778,122094.25
2779,136447.6
2780,120008.61
2781,130663.83
2782,133164.06
2783,115238.44
2784,130311.25
2785,142722.0
2786,118437.42
2787,131503.92
2788,128383.79
2789,145290.89
2790,116302.71
2791,137929.83
2792,107662.46
2793,143654.84
2794,128858.695
2795,131282.56
2796,115762.45
2797,143850.7
2798,123279.0
2799,127159.1
2800,108011.0
2801,121732.27
2802,143447.61
2803,145055.16
2804,133445.8
2805,131982.61
2806,133527.98
2807,168174.77
2808,154111.94
2809,142254.56
2810,144503.02
2811,153806.14
2812,163873.88
2813,152095.34
2814,146700.95
2815,116317.7
2816,165629.81
2817,164073.06
2818,149412.88
2819,164051.17
2820,150660.11
2821,127525.445
2822,162902.75
2823,167568.0
2824,160796.78
2825,162710.56
2826,148815.23
2827,138270.31
2828,184612.45
2829,162291.55
2830,191278.67
2831,178851.97
2832,177176.02
2833,215562.25
2834,187764.25
2835,192393.0
2836,178844.58
2837,157917.77
2838,163892.17
2839,176848.73
2840,180624.25
2841,178410.55
2842,184690.02
2843,152242.97
2844,154004.97
2845,136808.5
2846,185069.55
2847,179121.06
2848,181223.38
2849,173643.95
2850,198196.67
2851,174922.34
2852,181243.33
2853,184415.77
2854,167109.06
2855,181040.31
2856,182212.14
2857,171019.64
2858,187501.95
2859,137998.1
2860,155296.86
2861,151083.83
2862,178620.27
2863,150702.23
2864,196002.19
2865,177252.7
2866,165606.97
2867,135870.78
2868,117317.734
2869,124114.67
2870,151625.8
2871,122316.18
2872,103694.17
2873,129915.375
2874,139786.9
2875,116287.83
2876,140837.98
2877,139465.42
2878,130112.42
2879,143884.95
2880,127619.29
2881,132998.92
2882,145812.97
2883,147254.67
2884,153356.31
2885,156789.31
2886,164847.17
2887,118733.53
2888,136680.62
2889,99137.125
2890,117730.96
2891,140773.08
2892,105995.48
2893,120627.87
2894,107982.19
2895,217649.3
2896,204801.5
2897,167190.6
2898,149073.0
2899,179410.05
2900,158972.28
2901,167882.77
2902,177405.72
2903,204164.27
2904,212309.97
2905,123299.86
2906,174931.2
2907,150420.73
2908,146599.06
2909,149483.92
2910,132012.84
2911,133006.56
2912,159231.22
2913,131235.17
2914,131133.55
2915,128227.56
2916,134405.92
2917,152128.17
2918,145304.8
2919,176821.61
